"商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","31","上海市","518,008",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","32","江苏省","9,480,100",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","33","浙江省","1,710,691",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","37","山东省","2,437,882",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","50","重庆市","53,665",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","34","海关特殊监管区域物流货物","31","上海市","11,544",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","31","上海市","22,975",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","32","江苏省","108",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","33","浙江省","6,939",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","601","澳大利亚","10","一般贸易","31","上海市","1,886",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","609","新西兰","10","一般贸易","13","河北省","225,776",
"202506","293349","其他含有一个喹啉或异喹啉环系的化合物","609","新西兰","10","一般贸易","31","上海市","1,061",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","102","巴林","10","一般贸易","43","湖南省","156,712",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","32","江苏省","564,042",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","33","浙江省","801,962",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","36","江西省","5,813",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","44","广东省","4,019",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","50","重庆市","274,558",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","106","缅甸","10","一般贸易","32","江苏省","490,267",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","108","塞浦路斯","39","其他","31","上海市","36,940",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","31","上海市","267,555",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","32","江苏省","69,968",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","33","浙江省","158,735",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","37","山东省","27,300",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","44","广东省","1,033,894",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","11","北京市","491,656",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","13","河北省","647,643",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","31","上海市","7,514,816",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","32","江苏省","8,709,817",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","33","浙江省","12,743,314",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","34","安徽省","1,366,760",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","35","福建省","112,198",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","41","河南省","1,768,191",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","42","湖北省","10,797,476",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","43","湖南省","7,176",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","44","广东省","210,929",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","50","重庆市","34,198",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","51","四川省","1,996",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","61","陕西省","1,183,109",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","11","北京市","1,456",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","31","上海市","1,862",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","33","浙江省","1,610",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","42","湖北省","902",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","51","四川省","16",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","31","上海市","538,208",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","32","江苏省","322,758",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","37","山东省","11,841",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","44","广东省","119,805",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","114","伊拉克","10","一般贸易","12","天津市","621,823",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","114","伊拉克","10","一般贸易","31","上海市","327,220",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","12","天津市","2,269,944",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","13","河北省","6,346,303",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","31","上海市","1,525,006",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","32","江苏省","3,539,873",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","33","浙江省","2,131,069",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","37","山东省","501,526",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","10","一般贸易","50","重庆市","8,540",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","116","日本","39","其他","31","上海市","3,385",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","117","约旦","10","一般贸易","31","上海市","16,218",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","117","约旦","10","一般贸易","37","山东省","31,934",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","122","马来西亚","10","一般贸易","32","江苏省","157,874",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","15","内蒙古自治区","239,395",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","32","江苏省","522,312",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","33","浙江省","1,173,955",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","37","山东省","125,005",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","41","河南省","318,081",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","44","广东省","156,972",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","127","巴基斯坦","10","一般贸易","62","甘肃省","793,465",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","129","菲律宾","10","一般贸易","32","江苏省","7,522",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","129","菲律宾","10","一般贸易","33","浙江省","69,500",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","132","新加坡","10","一般贸易","31","上海市","13,088",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","132","新加坡","10","一般贸易","32","江苏省","574,267",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","22","吉林省","6,803",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","31","上海市","3,332,578",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","32","江苏省","634,840",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","33","浙江省","538,136",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","37","山东省","184,913",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","42","湖北省","615,709",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","133","韩国","10","一般贸易","61","陕西省","370,106",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","134","斯里兰卡","10","一般贸易","31","上海市","304,008",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","134","斯里兰卡","10","一般贸易","33","浙江省","52,332",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","136","泰国","10","一般贸易","33","浙江省","19,885",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","136","泰国","10","一般贸易","37","山东省","443,273",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","12","天津市","10,754",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","32","江苏省","81,384",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","33","浙江省","517,102",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","37","山东省","15,213",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","137","土耳其","10","一般贸易","51","四川省","4,693",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","138","阿联酋","10","一般贸易","31","上海市","110",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","141","越南","10","一般贸易","33","浙江省","1,150,917",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","31","上海市","19,927",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","32","江苏省","1,788",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","33","浙江省","8,080",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","10","一般贸易","37","山东省","144",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","142","中国","39","其他","33","浙江省","3,680",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","143","中国台湾","10","一般贸易","31","上海市","44,851",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","143","中国台湾","10","一般贸易","33","浙江省","1,458,183",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","145","哈萨克斯坦","39","其他","11","北京市","445",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","149","乌兹别克斯坦","10","一般贸易","11","北京市","416,143",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","201","阿尔及利亚","10","一般贸易","32","江苏省","87,557",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","215","埃及","10","一般贸易","32","江苏省","39,666",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","215","埃及","10","一般贸易","33","浙江省","1,299,074",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","249","突尼斯","10","一般贸易","32","江苏省","106,637",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","301","比利时","10","一般贸易","11","北京市","161,979",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","301","比利时","10","一般贸易","32","江苏省","104,522",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","301","比利时","10","一般贸易","61","陕西省","1,652,140",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","22","吉林省","3,333",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","31","上海市","6,178",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","32","江苏省","3,494",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","10","一般贸易","33","浙江省","3,371,045",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","39","其他","11","北京市","1,786",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","303","英国","39","其他","31","上海市","5,115",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","11","北京市","134,483",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","31","上海市","372,406",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","32","江苏省","131,441",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","33","浙江省","8,857,426",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","42","湖北省","24,445",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","10","一般贸易","51","四川省","12,623",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","11","北京市","10,234",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","32","江苏省","201",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","33","浙江省","605",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","304","德国","39","其他","61","陕西省","54,332",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","31","上海市","30,853",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","32","江苏省","279,954",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","33","浙江省","70,741",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","10","一般贸易","51","四川省","89,872",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","39","其他","11","北京市","1,372",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","305","法国","39","其他","50","重庆市","92",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","306","爱尔兰","10","一般贸易","31","上海市","7,351",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","307","意大利","10","一般贸易","31","上海市","10,213",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","307","意大利","10","一般贸易","33","浙江省","6,737,213",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","311","葡萄牙","10","一般贸易","33","浙江省","456,759",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","31","上海市","5,544",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","32","江苏省","809,357",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","33","浙江省","1,105,207",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","44","广东省","134,501",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","10","一般贸易","51","四川省","76,720",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","312","西班牙","15","进料加工贸易","32","江苏省","1,117,965",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","316","保加利亚","10","一般贸易","33","浙江省","411,391",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","318","芬兰","10","一般贸易","31","上海市","5,513",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","321","匈牙利","10","一般贸易","33","浙江省","6,030,690",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","326","挪威","10","一般贸易","37","山东省","18,084",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","327","波兰","10","一般贸易","33","浙江省","262,881",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","327","波兰","10","一般贸易","51","四川省","113,026",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","328","罗马尼亚","10","一般贸易","33","浙江省","378,180",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","328","罗马尼亚","10","一般贸易","61","陕西省","718",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","31","上海市","409,070",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","32","江苏省","502",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","33","浙江省","33,386,869",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","331","瑞士","10","一般贸易","44","广东省","713",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","334","爱沙尼亚","39","其他","32","江苏省","6,889",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","340","白俄罗斯","10","一般贸易","37","山东省","51,774",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","31","上海市","394,556",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","32","江苏省","1,407,388",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","33","浙江省","269,382",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","42","湖北省","976,545",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","344","俄罗斯","10","一般贸易","44","广东省","597,000",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","31","上海市","19,734",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","32","江苏省","2,406",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","10","一般贸易","51","四川省","5,389",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","34","海关特殊监管区域物流货物","31","上海市","11,533",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","347","乌克兰","39","其他","31","上海市","4,462",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","350","斯洛文尼亚","10","一般贸易","33","浙江省","415,586",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","350","斯洛文尼亚","10","一般贸易","50","重庆市","87,907",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","351","克罗地亚","10","一般贸易","42","湖北省","3,229",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","351","克罗地亚","39","其他","44","广东省","39",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","352","捷克","10","一般贸易","33","浙江省","12,845",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","352","捷克","10","一般贸易","50","重庆市","54,323",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","402","阿根廷","10","一般贸易","31","上海市","242,690",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","402","阿根廷","10","一般贸易","32","江苏省","229,204",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","410","巴西","10","一般贸易","32","江苏省","1,330,195",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","410","巴西","10","一般贸易","33","浙江省","42,339",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","410","巴西","10","一般贸易","37","山东省","890",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","413","哥伦比亚","10","一般贸易","11","北京市","177,253",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","415","哥斯达黎加","10","一般贸易","31","上海市","260,860",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","418","多米尼加
","10","一般贸易","11","北京市","3,538",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","418","多米尼加
","10","一般贸易","31","上海市","8,181",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","418","多米尼加
","10","一般贸易","33","浙江省","44,643",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","419","厄瓜多尔","10","一般贸易","32","江苏省","72,708",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","419","厄瓜多尔","10","一般贸易","37","山东省","110,497",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","423","危地马拉","10","一般贸易","12","天津市","4,664",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","429","墨西哥","10","一般贸易","32","江苏省","1,212,474",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","434","秘鲁","10","一般贸易","32","江苏省","3,351,369",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","434","秘鲁","10","一般贸易","33","浙江省","208,152",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","444","乌拉圭","10","一般贸易","31","上海市","142,804",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","11","北京市","745",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","31","上海市","19,448",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","32","江苏省","305,022",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","33","浙江省","31,281",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","501","加拿大","10","一般贸易","51","四川省","44,930",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","11","北京市","6,692,336",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","12","天津市","102,704",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","31","上海市","456,357",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","32","江苏省","8,490,385",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","33","浙江省","5,211,068",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","37","山东省","3,559",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","42","湖北省","78,003",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","10","一般贸易","44","广东省","300",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","11","北京市","2,771",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","12","天津市","727",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","31","上海市","1,783",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","32","江苏省","2,028",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","502","美国","39","其他","33","浙江省","4,261",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","601","澳大利亚","10","一般贸易","12","天津市","594,059",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","601","澳大利亚","10","一般贸易","31","上海市","5,949",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","601","澳大利亚","10","一般贸易","33","浙江省","42,917",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","609","新西兰","10","一般贸易","31","上海市","24,043",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","609","新西兰","10","一般贸易","32","江苏省","41,944",
"202507","293349","其他含有一个喹啉或异喹啉环系的化合物","609","新西兰","10","一般贸易","33","浙江省","38,026",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","33","浙江省","3,606,530",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","36","江西省","159,503",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","103","孟加拉国","10","一般贸易","44","广东省","13,232",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","107","柬埔寨","10","一般贸易","33","浙江省","133,718",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","31","上海市","315",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","32","江苏省","91,162",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","33","浙江省","156,747",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","10","一般贸易","44","广东省","1,180,422",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","39","其他","31","上海市","38",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","110","中国香港","39","其他","51","四川省","297",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","11","北京市","1,122,275",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","13","河北省","999,413",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","31","上海市","9,129,695",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","32","江苏省","10,514,033",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","33","浙江省","6,617,486",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","34","安徽省","2,559,837",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","36","江西省","3,379,009",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","37","山东省","4,034",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","41","河南省","1,885,370",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","42","湖北省","666,780",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","45","广西壮族自治区","179",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","51","四川省","685",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","10","一般贸易","61","陕西省","569,520",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","11","北京市","118,284",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","12","天津市","35,881",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","31","上海市","754",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","32","江苏省","422",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","33","浙江省","1,250",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","111","印度","39","其他","42","湖北省","905",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","31","上海市","423,291",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","37","山东省","5,901",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","44","广东省","119,735",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","112","印度尼西亚","10","一般贸易","51","四川省","172,848",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","113","伊朗","10","一般贸易","12","天津市","96,819",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","113","伊朗","10","一般贸易","14","山西省","7",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","113","伊朗","10","一般贸易","44","广东省","715",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","114","伊拉克","10","一般贸易","12","天津市","721,949",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","115","以色列","10","一般贸易","11","北京市","117,889",
"202508","293349","其他含有一个喹啉或异喹啉环系的化合物","115","以色列","10","一般贸易","31","上海市","4,665",
